dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,swisstopo,ar Beschaffung,ar Immo,ar W+T,BASPO,BABS,GS-VBS,V
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,14,Postdienstleistungen und diplomatischer Kurier,245736.6,127724.9,,,192822,73152,152162.8,1904201.37
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,15,Informatik und Telekommunikationsmittel inkl. W+R,1893433.52,939924.79,74469.5,119617.67,476208.01,551770.91,25166.27,1350027.51
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,15.4,SW-Pflege und HW Wartung,1893433.52,939924.79,74469.5,119617.67,476208.01,551770.91,25166.27,1350027.51
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,16,IT- und Telko-Mittel für Führungs- und Einsatzsyst der Armee,1315637.23,48127394.9,,528834.23,157176.94,437688.71,185845.15,62365855.74
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,16.1,Aufklärungs- und Auswertesysteme,15392.3,373501.55,,38133.35,7319.1,380368.63,,13401579.07
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,16.2,Führungs- und Informatiksysteme,1300244.93,3745445.18,,490700.88,149857.84,57320.08,185845.15,45581662.37
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,16.3,Ausbildungssysteme (Simulatoren),,44008448.17,,,,,,3382614.3
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,17,"DL, notwendig für  Bereitst., Betrieb, Unterhalt der Güter",2476.5,7260843.22,80057.5,,10389.65,2656183.1,227819.55,355226154.59
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,18,Dienstleistungen,7116633.75,7083178.28,7549387.09,928051.13,3046569.21,29871862.84,5234833.69,221286809.82
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,4859998.44,1566788.5,4514438.89,213.9,1528506.56,4798666.85,977656.19,100612269.43
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,1901638.44,4721580.23,15936.75,6994.05,176479.85,24656559.24,2160002.84,100008270.53
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,18.3,Beratungs-DL für Management und Organisation sowie Coaching,17.35,656054.7,3005477.15,920843.18,917448.45,274912.45,1651339.6,20466941.66
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,18.4,Informationsarbeit,,10555,13534.3,,131843.65,7873.45,5177,155523.05
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,18.5,Sprach- und Übersetzungsdienstleistungen,354979.52,128199.85,,,292290.7,133850.85,440658.06,43805.15
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,20,Militärische Bauten,895211.71,439939.23,406174731.59,718967.17,3460780.35,9054094.93,25659.55,108567725.7
VBS,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2013,0,Unknown,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",5601306.11,1279689.07,467936.95,126664.8,471697.22,571974.46,268250.33,45428770.19
