dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,ISC-EJPD,ESBK,GS-EJPD,BJ,fedpol,SIR,BFM
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,16,IT- und Telko-Mittel für Führungs- und Einsatzsyst der Armee,,,,,7403.4,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,17,"DL, notwendig für  Bereitst., Betrieb, Unterhalt der Güter",,,,,,,187275.2
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,18,Dienstleistungen,13783420.09,78750.1,5566308.21,3096850.85,5943074.37,119240.1,17796532.68
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,82990.9,34661.8,242238.65,830518.95,1203527.57,87727.75,4495032.92
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,13320674.62,,5233900.51,1932154.93,3801695.99,17632.3,10259203.81
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,18.3,Beratungs-DL für Management und Organisation sowie Coaching,346765.97,41736.9,57010.9,110693.65,150714.98,13880.05,1965947.7
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,18.4,Informationsarbeit,,,22972.65,,,,370153.07
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,18.5,Sprach- und Übersetzungsdienstleistungen,32988.6,2351.4,10185.5,223483.32,787135.83,,706195.18
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,19,Zivile Bauten,138489.86,,,111067.2,443033.35,36585.8,33427274.73
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,2600518.79
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,19.3,"Zivile Bauten, Miete",,,,,40685.4,21000,2283289.05
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,19.4,"Zivile Bauten, Betrieb Immobilien",138489.86,,,111067.2,402347.95,15585.8,28543466.89
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,0,Unknown,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",500759.15,9796.6,154861.88,172420.15,992040.6,1600830.45,28400444.87
