dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,BAFU,ARE,GS-UVEK,BAV,BAZL,BFE,ASTRA,BAKOM,SUST,RegInfra
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480083732,Signal AG/SA,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,28966.7,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480083732,Signal AG/SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,10255648.05,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,485456370,ARGE Argovia T c/o Cellere AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,10110137.92,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,484972658,Marti AG Baugeschäft,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,9490284.95,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480232263,Elca Informatique SA,15.2,Software inkl. Lizenzen,,,,,,,7509160.7,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480232263,Elca Informatique SA,15.4,SW-Pflege und HW Wartung,93271.5,,,90288,,,788204.3,182740,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480232263,Elca Informatique SA,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,32548.5,,,,,,,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480232263,Elca Informatique SA,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,29700,,,368462.1,306495.45,,50248.25
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480405380,Frutiger AG,9.1,"Bundespublikationen, Drucksachen",,,,216,,,,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480405380,Frutiger AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,9373344.15,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480008804,"Rothpletz, Lienhard+Cie AG",21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,9232626.91,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,484556527,Routes Modernes SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,8437133.81,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,483255626,MARTI TUNNELBAU AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,7814973.9,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,483409827,Zenklusen Bau AG Hoch + Tiefbauunternehmung,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,7787513.65,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,482919198,PraderLosinger SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,7382110.55,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,487975237,Ingenieurgemeinschaft 5B c/o B + S AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,54600,,,196232.6,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,487975237,Ingenieurgemeinschaft 5B c/o B + S AG,21.1,"Bauten Nationalstrassen, Honorare ohne weitere Bauleistungen",,,,,,,7296.5,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,487975237,Ingenieurgemeinschaft 5B c/o B + S AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6539302.41,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,487975237,Ingenieurgemeinschaft 5B c/o B + S AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,384830.1,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480929280,IM Maggia Engineering SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6532809.45,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480929280,IM Maggia Engineering SA,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,22567.4,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,484811419,Baumeler Leitungsbau AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6324929.05,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,486605962,Consortium Dénériaz SA - Zengaffine p.a. Dénériaz SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,5964542.3,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,485868983,Kästli Bau AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,5822042.06,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,487855835,INGE LoiP c/o Lombardi AG Beratende Ingenieur,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,162638.4,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,487855835,INGE LoiP c/o Lombardi AG Beratende Ingenieur,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,5471611.65,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,486769235,Consorzio Felce 101 c/o Ennio Ferrari SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,5502422.32,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480065564,IG N08 EP IOB-BSA p.A. IUB Engineering AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,519547.45,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480065564,IG N08 EP IOB-BSA p.A. IUB Engineering AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,4948641.77,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,483473182,Astrada AG Bauunternehmung,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,5177242.51,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,481935369,Quadri Robert SA entreprise de construction,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,5042704.9,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480945877,AWK Group AG,15.2,Software inkl. Lizenzen,,,,,,,1885447.05,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480945877,AWK Group AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,318286.8,,,,,101600,298239.1,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480945877,AWK Group AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,1320462.8,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480945877,AWK Group AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,4222.4,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480945877,AWK Group AG,21.1,"Bauten Nationalstrassen, Honorare ohne weitere Bauleistungen",,,,,,,12866.3,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480945877,AWK Group AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,1086574.15,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480683648,Schweizerische Bundesbahnen SBB,2.1,Textilien,,,,147.1,,,,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480683648,Schweizerische Bundesbahnen SBB,2.2,Bekleidung,,,,684,,,,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480683648,Schweizerische Bundesbahnen SBB,5,Medizinische Produkte und Pharmabereich,,,,,,1500,,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480683648,Schweizerische Bundesbahnen SBB,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",668877.2,31385.95,25232.45,518878.05,676731.95,249585.55,428241.4,234849.55,20326.7,33704.8
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480683648,Schweizerische Bundesbahnen SBB,9.1,"Bundespublikationen, Drucksachen",,,,6661.3,,,,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480683648,Schweizerische Bundesbahnen SBB,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,69668.45,,,50000,,840,,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480683648,Schweizerische Bundesbahnen SBB,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,1995514.75,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,480683648,Schweizerische Bundesbahnen SBB,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",205.2,,,1772,,,,,,6330.95
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,485983308,Ernst Basler + Partner AG,15.2,Software inkl. Lizenzen,,,,,,,2128709,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,485983308,Ernst Basler + Partner AG,15.4,SW-Pflege und HW Wartung,,,,,,,266286.43,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,485983308,Ernst Basler + Partner AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,1035858.85,10000,,148680.9,1652.4,329395.75,330960.3,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,485983308,Ernst Basler + Partner AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,57762.7,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2013,485983308,Ernst Basler + Partner AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,710314.55,,,
