dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,ISC-EJPD,ESBK,GS-EJPD,BJ,fedpol,SIR,BFM
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480007855,Unisys (Schweiz) AG,15.2,Software inkl. Lizenzen,1177.1,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480007855,Unisys (Schweiz) AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,1704171.4,,,855,18000,,55404
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,488435900,Securitas AG Direktion St. Gallen,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,1722654
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,364704726,Adria D.D.,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,,,,,,1689112.07
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,364704726,Adria D.D.,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,2436
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482201782,SV (Schweiz) AG,1,Nahrungsmittel und Getränke,,,,,,,1366663.45
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482201782,SV (Schweiz) AG,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,884.6,,2887.6,334.35,,56597.65
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482201782,SV (Schweiz) AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,3356.5
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482201782,SV (Schweiz) AG,18.4,Informationsarbeit,,,,,,,3315.45
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482201782,SV (Schweiz) AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,4047,,,,7155.9
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,481519523,Softcom Technologies SA,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,1313167.6,,,,129600,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480936165,Global IT AG,15.1,Hardware,1242132.5,,,,1308.75,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480936165,Global IT AG,15.3,Telekommunikation,7752.25,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480936165,Global IT AG,15.4,SW-Pflege und HW Wartung,42594.05,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480936165,Global IT AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,19370,,,,91848.15,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480936165,Global IT AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",7659.55,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487884231,Securitas AG Schweizerische Bewachungsgesellscha,19.4,"Zivile Bauten, Betrieb Immobilien",,,,100226.7,417413,,798265.3
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487884231,Securitas AG Schweizerische Bewachungsgesellscha,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",1617.65,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,481143691,Link Marketing Services AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,1259070.9
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,486043065,Hotel Bahnhof Post AG W.Schmid,1,Nahrungsmittel und Getränke,,,,,,,1214221.04
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,486043065,Hotel Bahnhof Post AG W.Schmid,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,,,,,,210
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,485654482,Juraparc SA Vallorbe c/o Olivier Blanc,1,Nahrungsmittel und Getränke,,,,,,,1104477.1
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,485654482,Juraparc SA Vallorbe c/o Olivier Blanc,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,570
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,486323863,OSEARA GmbH,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,,,,,,213405.3
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,486323863,OSEARA GmbH,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,859767.91
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,485443279,Awetec Informatik AG,15.2,Software inkl. Lizenzen,,,481400,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,485443279,Awetec Informatik AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,407559.15,,43600,,89120
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,485443279,Awetec Informatik AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,13280
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480934694,PROSEGUR SA SOCIETÀ DI VIGILANZA,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,995036.4
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480640866,Fasel IT Services GmbH,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,948314.7,,,,8121.6,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482073371,ACE Project Services AG,15.2,Software inkl. Lizenzen,,,,7020,,,381024.8
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482073371,ACE Project Services AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,360396.31
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,482073371,ACE Project Services AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,165641.8
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480302467,PricewaterhouseCoopers AG Wirtschaftsprüfung & Beratung,15.2,Software inkl. Lizenzen,,,638936.4,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480302467,PricewaterhouseCoopers AG Wirtschaftsprüfung & Beratung,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,2160,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480302467,PricewaterhouseCoopers AG Wirtschaftsprüfung & Beratung,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,55883.25,,,,176865.4,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,481156326,Xplain AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,854852.4,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480808141,Profilogic AG (UBS),18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,851262.95,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487718553,Glue Software Engineering AG,15.2,Software inkl. Lizenzen,,,,442849.9,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,487718553,Glue Software Engineering AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,362480.75,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2013,480652895,Hasware AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,744043.75,,,,,,
