dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,GS-EFD,EFV,ZAS,swissmint,ESTV,EZV,BIT,EFK,EPA,BBL,SIF,ISB
EFD,Eidgenössisches Finanzdepartement,2012,482522427,Die Schweizerische Post Service Center Finanzen Mitte,14.1,Postdienste,9363.95,288531.11,6072.3,205209.05,1901704.95,5197269.12,46105.1,13475.35,324863.4,8078398.56,1217.7,
EFD,Eidgenössisches Finanzdepartement,2012,482522427,Die Schweizerische Post Service Center Finanzen Mitte,15.4,SW-Pflege und HW Wartung,,,,,,,5581.45,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,482522427,Die Schweizerische Post Service Center Finanzen Mitte,6.1,"Transportdienstleistungen, Güter und Waren",,,,,,548.85,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,482522427,Die Schweizerische Post Service Center Finanzen Mitte,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,-0.02,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,19.3,"Zivile Bauten, Miete",,,,,,1751775.6,,,,3132708.6,,
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",39285.25,63768.4,160526.85,3115.6,923278.05,2305376.1,275021.65,102638.75,50291.1,305969.85,68088.1,38627.7
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,15.4,SW-Pflege und HW Wartung,,,,,,,3374923.4,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,15.3,Telekommunikation,,,,,,,1691494.8,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,,,878279.05,,,
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,274903.4,,,,3984.8,,
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,6.1,"Transportdienstleistungen, Güter und Waren",,,,,197831.35,,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,136804.8,,
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,19.1,"Zivile Bauten, Honorare ohne weitere Bauleistungen",,,,,,3240,,,,26913.6,,
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,5759.82,416.5,,,3463.66,,1120.5
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,13,Bürobedarf inkl. Papier und EDV-Verbrauchsmaterial inkl. W+R,,,,,,734.18,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480683648,Schweizerische Bundesbahnen SBB,2.2,Bekleidung,,,,114.3,,,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,482783446,SoftwareONE AG,15.4,SW-Pflege und HW Wartung,,,,,,6173.85,,3662.2,,12729292.96,,
EFD,Eidgenössisches Finanzdepartement,2012,482783446,SoftwareONE AG,15.2,Software inkl. Lizenzen,,,,,,233.3,,,,2065259.49,,
EFD,Eidgenössisches Finanzdepartement,2012,482783446,SoftwareONE AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,98464.2,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,482783446,SoftwareONE AG,15.1,Hardware,,,,,,,,,,9055.35,,
EFD,Eidgenössisches Finanzdepartement,2012,482783446,SoftwareONE AG,10,"Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R",,,,,,,,,,895.2,,
EFD,Eidgenössisches Finanzdepartement,2012,480321330,Xerox AG,11,Kopiertechnik inkl. Wartung und Reparatur,,,,,,,,,,10249425.28,,
EFD,Eidgenössisches Finanzdepartement,2012,480321330,Xerox AG,15.4,SW-Pflege und HW Wartung,,,4910.85,,,,2413.8,,,2358492.7,,
EFD,Eidgenössisches Finanzdepartement,2012,480321330,Xerox AG,10,"Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R",,,,,,,,,,142551.52,,
EFD,Eidgenössisches Finanzdepartement,2012,480321330,Xerox AG,15.2,Software inkl. Lizenzen,,,,,,,,,,10368,,
EFD,Eidgenössisches Finanzdepartement,2012,480321330,Xerox AG,15.1,Hardware,,,,,,,8767.8,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480321330,Xerox AG,17.1,"DL Zivil: für  Bereitst., Betrieb, Unterhalt der Güter",,,5209.35,,,,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480321330,Xerox AG,13,Bürobedarf inkl. Papier und EDV-Verbrauchsmaterial inkl. W+R,,,,,,,,,,537.05,,
EFD,Eidgenössisches Finanzdepartement,2012,480321330,Xerox AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",140.4,,,,,,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,481918618,Energie Wasser Bern / Störungen,19.4,"Zivile Bauten, Betrieb Immobilien",,,,74586.4,,,,,,11679663.02,,
EFD,Eidgenössisches Finanzdepartement,2012,481918618,Energie Wasser Bern / Störungen,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,1764.6,,,,,,646507.58,,
EFD,Eidgenössisches Finanzdepartement,2012,481918618,Energie Wasser Bern / Störungen,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,295009.8,,
EFD,Eidgenössisches Finanzdepartement,2012,481918618,Energie Wasser Bern / Störungen,15.3,Telekommunikation,,,,,,,38109.3,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,481918618,Energie Wasser Bern / Störungen,19.1,"Zivile Bauten, Honorare ohne weitere Bauleistungen",,,,,,,,,,316.45,,
EFD,Eidgenössisches Finanzdepartement,2012,481918618,Energie Wasser Bern / Störungen,19.3,"Zivile Bauten, Miete",,,,,,,,,,237,,
EFD,Eidgenössisches Finanzdepartement,2012,482272718,BUSINESS IT Fandiño,15.1,Hardware,,,,,,7715.2,5060047.14,195126.8,,4305527.15,,
EFD,Eidgenössisches Finanzdepartement,2012,482272718,BUSINESS IT Fandiño,13,Bürobedarf inkl. Papier und EDV-Verbrauchsmaterial inkl. W+R,,,,,,,,22151.85,,1615354.2,,
EFD,Eidgenössisches Finanzdepartement,2012,482272718,BUSINESS IT Fandiño,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,477452.2,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,482272718,BUSINESS IT Fandiño,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,141475,,
EFD,Eidgenössisches Finanzdepartement,2012,482272718,BUSINESS IT Fandiño,15.4,SW-Pflege und HW Wartung,,,,,,1464.75,110139.95,,,6033.6,,
EFD,Eidgenössisches Finanzdepartement,2012,482272718,BUSINESS IT Fandiño,15.2,Software inkl. Lizenzen,,,,,,,28270.9,,,23640.3,,
EFD,Eidgenössisches Finanzdepartement,2012,482272718,BUSINESS IT Fandiño,10,"Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R2)",,,,,,,,,,2694.1,,
EFD,Eidgenössisches Finanzdepartement,2012,480008192,IBM (Schweiz) AG,15.4,SW-Pflege und HW Wartung,,1188,,,,,119966.2,,,8755929.07,,
EFD,Eidgenössisches Finanzdepartement,2012,480008192,IBM (Schweiz) AG,15.1,Hardware,,,,,,,620089.75,,,14195.1,,
EFD,Eidgenössisches Finanzdepartement,2012,480008192,IBM (Schweiz) AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,20269.45,,167287.35,,,,201002.95,,,,,42208.05
EFD,Eidgenössisches Finanzdepartement,2012,480008192,IBM (Schweiz) AG,15.2,Software inkl. Lizenzen,,,,,,,5272.95,,,34474.65,,
EFD,Eidgenössisches Finanzdepartement,2012,480008192,IBM (Schweiz) AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,11313,,,3489.5,,
EFD,Eidgenössisches Finanzdepartement,2012,483485207,Immobilienges. Ausserholligen AG c/o Fontana  AG,19.3,"Zivile Bauten, Miete",,,,,,,,,,9648735.9,,
EFD,Eidgenössisches Finanzdepartement,2012,483485207,Immobilienges. Ausserholligen AG c/o Fontana  AG,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,,,,-62595.45,,
EFD,Eidgenössisches Finanzdepartement,2012,488099565,AEBI & VINCENT ARCHITEKTEN SIA AG,19.1,"Zivile Bauten, Honorare ohne weitere Bauleistungen",,,,,,,,,,8380158.55,,
EFD,Eidgenössisches Finanzdepartement,2012,488099565,AEBI & VINCENT ARCHITEKTEN SIA AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,93789.05,,
EFD,Eidgenössisches Finanzdepartement,2012,488099565,AEBI & VINCENT ARCHITEKTEN SIA AG,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,,,,15125.3,,
EFD,Eidgenössisches Finanzdepartement,2012,481100068,BSR & Partner AG,15.1,Hardware,,,,,,,363582,,,3003554.2,,
EFD,Eidgenössisches Finanzdepartement,2012,481100068,BSR & Partner AG,15.4,SW-Pflege und HW Wartung,,,,,,4291.7,,,,3019369.4,,
EFD,Eidgenössisches Finanzdepartement,2012,481100068,BSR & Partner AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,5920,,,,89877.6,,659302.2,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,481100068,BSR & Partner AG,15.2,Software inkl. Lizenzen,,,,,505294.2,,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,481100068,BSR & Partner AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,120333.6,,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480384648,ORACLE Software (Schweiz) GmbH,15.4,SW-Pflege und HW Wartung,,,,,,,,,,6285610.73,,
EFD,Eidgenössisches Finanzdepartement,2012,480384648,ORACLE Software (Schweiz) GmbH,15.2,Software inkl. Lizenzen,,,,,,,,,,821474.53,,
EFD,Eidgenössisches Finanzdepartement,2012,480422034,Wincasa AG Immobilien-Dienstleistungen,19.3,"Zivile Bauten, Miete",,,,,,293925.25,64125,,,6703329.75,,
EFD,Eidgenössisches Finanzdepartement,2012,480422034,Wincasa AG Immobilien-Dienstleistungen,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,23215.51,,,,2190.5,,
EFD,Eidgenössisches Finanzdepartement,2012,480422034,Wincasa AG Immobilien-Dienstleistungen,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,2545.3,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480422034,Wincasa AG Immobilien-Dienstleistungen,19.1,"Zivile Bauten, Honorare ohne weitere Bauleistungen",,,,,,688.95,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480007855,Unisys (Schweiz) AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,607574.25,882731.7,5052937.55,,,10432.8,,
EFD,Eidgenössisches Finanzdepartement,2012,480007855,Unisys (Schweiz) AG,15.4,SW-Pflege und HW Wartung,,,,,38477.15,20563.2,,,,368668.8,,
EFD,Eidgenössisches Finanzdepartement,2012,480007855,Unisys (Schweiz) AG,13,Bürobedarf inkl. Papier und EDV-Verbrauchsmaterial inkl. W+R,,,,,,560.52,,,,1026,,
EFD,Eidgenössisches Finanzdepartement,2012,480007855,Unisys (Schweiz) AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,-0.02,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,331181529,SAXONIA EuroCoin GmbH,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,6572761.05,,,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,483627402,Frutiger AG Bauunternehmung,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,6381439.85,,
EFD,Eidgenössisches Finanzdepartement,2012,483627402,Frutiger AG Bauunternehmung,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,,,,45042.1,,
EFD,Eidgenössisches Finanzdepartement,2012,480413686,RUAG Real Estate AG,19.3,"Zivile Bauten, Miete",,,,,,,,,,5356048.65,,
EFD,Eidgenössisches Finanzdepartement,2012,480413686,RUAG Real Estate AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,866106,,
EFD,Eidgenössisches Finanzdepartement,2012,480413686,RUAG Real Estate AG,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,,,,124529.8,,
EFD,Eidgenössisches Finanzdepartement,2012,480413686,RUAG Real Estate AG,10,"Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R",,,,,,,,,,1630.8,,
EFD,Eidgenössisches Finanzdepartement,2012,480413686,RUAG Real Estate AG,15.3,Telekommunikation,,,,,,,1323.05,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,481666931,SAP (Schweiz) AG Systeme Anwendungen Produkte,15.4,SW-Pflege und HW Wartung,,,,,,,,,,4169841.1,,
EFD,Eidgenössisches Finanzdepartement,2012,481666931,SAP (Schweiz) AG Systeme Anwendungen Produkte,15.2,Software inkl. Lizenzen,,,1732.3,,,,,,,1048056,,
EFD,Eidgenössisches Finanzdepartement,2012,481666931,SAP (Schweiz) AG Systeme Anwendungen Produkte,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,244579,,29214,,,
EFD,Eidgenössisches Finanzdepartement,2012,481666931,SAP (Schweiz) AG Systeme Anwendungen Produkte,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,204786.9,,,13338,,
EFD,Eidgenössisches Finanzdepartement,2012,481666931,SAP (Schweiz) AG Systeme Anwendungen Produkte,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,2559.6,,,,,,,17712,,,
EFD,Eidgenössisches Finanzdepartement,2012,480754246,Orell Füssli Sicherheitsdruck AG,9.2,Sicherheitsdrucksachen,,,,,,,,,,5299478.28,,
EFD,Eidgenössisches Finanzdepartement,2012,480754246,Orell Füssli Sicherheitsdruck AG,9.1,"Bundespublikationen, Drucksachen",,,,,,,,,,294911.28,,
EFD,Eidgenössisches Finanzdepartement,2012,300613382,Kapsch TrafficCom AG,4.2,Maschinen und Apparate,,,,,,5442805.24,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,300613382,Kapsch TrafficCom AG,15.4,SW-Pflege und HW Wartung,,,,,,38623.68,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,484376764,Jacobi Marianne,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,5380000,,
EFD,Eidgenössisches Finanzdepartement,2012,484376764,Jacobi Marianne,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,,,,54968.5,,
EFD,Eidgenössisches Finanzdepartement,2012,485003086,Resource AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,4942982.3,,,,,187630.05
EFD,Eidgenössisches Finanzdepartement,2012,485003086,Resource AG,15.2,Software inkl. Lizenzen,,,,,,,26863.75,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,485003086,Resource AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,-18577.55,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480009158,Trüb AG,9.2,Sicherheitsdrucksachen,,,,,,,,,,4204078.75,,
EFD,Eidgenössisches Finanzdepartement,2012,480009158,Trüb AG,9.1,"Bundespublikationen, Drucksachen",,27581,,,,,,,,289212.95,,
EFD,Eidgenössisches Finanzdepartement,2012,480009158,Trüb AG,15.4,SW-Pflege und HW Wartung,,,,,,,,,,23000.73,,
EFD,Eidgenössisches Finanzdepartement,2012,480009158,Trüb AG,4.1,"Waffen, Munition, Sprengstoffe",,,,,,4327.05,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,481660400,Swisscom Broadcast AG,16.2,Führungs- und Informatiksysteme,,,,,,2392110.83,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,481660400,Swisscom Broadcast AG,19.1,"Zivile Bauten, Honorare ohne weitere Bauleistungen",,,,,,1297186.1,,,,540,,
EFD,Eidgenössisches Finanzdepartement,2012,481660400,Swisscom Broadcast AG,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,205253.65,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,481660400,Swisscom Broadcast AG,19.3,"Zivile Bauten, Miete",,,,,,,,,,169734.3,,
EFD,Eidgenössisches Finanzdepartement,2012,481660400,Swisscom Broadcast AG,15.3,Telekommunikation,,,,,,96189.12,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,481660400,Swisscom Broadcast AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,-14979.6,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,481177293,Hitachi Data Systems AG,15.1,Hardware,,,,,,,2649431.16,,,40068,,
EFD,Eidgenössisches Finanzdepartement,2012,481177293,Hitachi Data Systems AG,15.4,SW-Pflege und HW Wartung,,,,,,,13770,,,1432468.78,,
EFD,Eidgenössisches Finanzdepartement,2012,481177293,Hitachi Data Systems AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,6966,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,481177293,Hitachi Data Systems AG,15.2,Software inkl. Lizenzen,,,,,,,,,,2116.8,,
EFD,Eidgenössisches Finanzdepartement,2012,480476258,Unique (Flughafen Zürich AG),19.3,"Zivile Bauten, Miete",,,,,,1614309.5,,,,521539.4,,
EFD,Eidgenössisches Finanzdepartement,2012,480476258,Unique (Flughafen Zürich AG),19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,500000,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480476258,Unique (Flughafen Zürich AG),19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,274434.85,,,,85978.4,,
EFD,Eidgenössisches Finanzdepartement,2012,480476258,Unique (Flughafen Zürich AG),22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,10782.91,600,,,337385.9,,
EFD,Eidgenössisches Finanzdepartement,2012,480476258,Unique (Flughafen Zürich AG),15.4,SW-Pflege und HW Wartung,,,,,,,265442.8,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480476258,Unique (Flughafen Zürich AG),15.3,Telekommunikation,,,,,,78013.3,122136,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480476258,Unique (Flughafen Zürich AG),6.1,"Transportdienstleistungen, Güter und Waren",,,,,,7570.3,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480476258,Unique (Flughafen Zürich AG),7.1,Fahrzeuge,,,,,,498.44,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480760078,mimacom ag EDV-Dienstleistungen,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,9504,,2600413.2,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480760078,mimacom ag EDV-Dienstleistungen,15.2,Software inkl. Lizenzen,,,,,642287.85,,,,,156637.05,,
EFD,Eidgenössisches Finanzdepartement,2012,480760078,mimacom ag EDV-Dienstleistungen,15.4,SW-Pflege und HW Wartung,,,,,,,,,,382879.6,,
EFD,Eidgenössisches Finanzdepartement,2012,480760078,mimacom ag EDV-Dienstleistungen,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,15120,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,483021528,Sunrise Business Communications AG,15.4,SW-Pflege und HW Wartung,,,,,,,3660779,,,19015.55,,
EFD,Eidgenössisches Finanzdepartement,2012,483021528,Sunrise Business Communications AG,15.1,Hardware,,,,,,,,,,17405.3,,
EFD,Eidgenössisches Finanzdepartement,2012,483021528,Sunrise Business Communications AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,15067.05,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,482062994,Arge Generalplaner SLM Zürich c/o Proplaning AG,19.1,"Zivile Bauten, Honorare ohne weitere Bauleistungen",,,,,,,,,,3266322.3,,
EFD,Eidgenössisches Finanzdepartement,2012,482062994,Arge Generalplaner SLM Zürich c/o Proplaning AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,288370.6,,
EFD,Eidgenössisches Finanzdepartement,2012,537395597,Bundesfinanzdirektion Südwest,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,2270912.5,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,537395597,Bundesfinanzdirektion Südwest,19.3,"Zivile Bauten, Miete",,,,,,1175879.81,,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,482582715,Sybor AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,3292283.33,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,482582715,Sybor AG,15.2,Software inkl. Lizenzen,,,,,,,,,,55998,,
EFD,Eidgenössisches Finanzdepartement,2012,482582715,Sybor AG,15.4,SW-Pflege und HW Wartung,,,,,,,,,,26323.85,,
EFD,Eidgenössisches Finanzdepartement,2012,483936535,Teradata (Schweiz) GmbH,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,2341403.6,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,483936535,Teradata (Schweiz) GmbH,15.1,Hardware,,,,,,,,,,567925.55,,
EFD,Eidgenössisches Finanzdepartement,2012,483936535,Teradata (Schweiz) GmbH,15.4,SW-Pflege und HW Wartung,,,,,,,,,,357551.95,,
EFD,Eidgenössisches Finanzdepartement,2012,481188167,Comsoft Direct AG,15.2,Software inkl. Lizenzen,,,,,,,,,,3052297.49,,
EFD,Eidgenössisches Finanzdepartement,2012,481188167,Comsoft Direct AG,10,"2)
Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R",,,,,,,,,,65757.53,,
EFD,Eidgenössisches Finanzdepartement,2012,480749985,Murotex AG Büro- & EDV-Verbrauchsmaterial,13,"2)
Bürobedarf inkl. Papier und EDV-Verbrauchsmaterial inkl. W+R",,,,,,,,,,2977675.27,,
EFD,Eidgenössisches Finanzdepartement,2012,480749985,Murotex AG Büro- & EDV-Verbrauchsmaterial,10,"2)
Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R",,,,,,,,,,136615.98,,
EFD,Eidgenössisches Finanzdepartement,2012,480749985,Murotex AG Büro- & EDV-Verbrauchsmaterial,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,,,,104.2,,
EFD,Eidgenössisches Finanzdepartement,2012,486256063,Matti Ragaz Hitz Architekten AG,19.1,"Zivile Bauten, Honorare ohne weitere Bauleistungen",,,,,,,,,,2983574.1,,
EFD,Eidgenössisches Finanzdepartement,2012,486256063,Matti Ragaz Hitz Architekten AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,107152.2,,
EFD,Eidgenössisches Finanzdepartement,2012,480088343,"Max Zimmermann AG, ZKD Möbelfabrik Büromöbel",12.1,Büro- und Raumausstattung,,,,,,,,,,3047445.75,,
EFD,Eidgenössisches Finanzdepartement,2012,480088343,"Max Zimmermann AG, ZKD Möbelfabrik Büromöbel",10,"Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R",,,,,,,,,,4325.4,,
EFD,Eidgenössisches Finanzdepartement,2012,480227487,Erne AG Holzbau,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,2957561.2,,
EFD,Eidgenössisches Finanzdepartement,2012,480227487,Erne AG Holzbau,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,,,,12632.75,,
EFD,Eidgenössisches Finanzdepartement,2012,480162945,Innovation Process Technology AG IT-Beratung,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,115942.03,,2735791.45,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480162945,Innovation Process Technology AG IT-Beratung,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,18000,,,,,
EFD,Eidgenössisches Finanzdepartement,2012,480162945,Innovation Process Technology AG IT-Beratung,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,540,,,,,
