dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,BAFU,ARE,GS-UVEK,BAV,BAZL,BFE,ASTRA,BAKOM,SUST,RegInfra
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480405380,Frutiger AG Spezialbau,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,18540074.09,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480138163,Arge BRZ c/o Anliker AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,17831844.4,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480928084,Edilstrada SA pavimentazioni stradali,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,17525236.4,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,483255626,MARTI TUNNELBAU AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,16771222.15,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,486833973,CSC Impresa Costruzioni SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,16547380.7,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,485311211,JPF Construction SA menuiserie-charpente,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,16111962.3,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480003177,ARGE HÄWI c/o Gebr. Brun AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,15005128.85,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,486884997,ARGE AS Rheinhafen c/o Implenia Schweiz AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,11653781.17,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,263622531,CEGELEC MOBILITY,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,11513602.58,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480048075,ARGE SiSto Sachseln,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,11095556.95,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,486769235,Consorzio Felce 101 c/o Ennio Ferrari SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,10862938.75,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480493014,LGV Impresa Construzione SA Bauunternehmung,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,10620759.87,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,481648848,Hagedorn AG Strassen- und Tiefbauunternehmung,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,10294750.5,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,485562107,Colas Suisse SA Succursale de Crissier,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,9748676.8,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480107986,Association Colas SA - Piasio SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,8413840.81,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,483409827,Zenklusen Bau AG Hoch + Tiefbauunternehmung,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,7788710.35,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480929280,IM Maggia Engineering SA,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,64808.15,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480929280,IM Maggia Engineering SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,7481158.11,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480929280,IM Maggia Engineering SA,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,10940.95,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,484574731,Consorzio Valascia tracciato c/o Edy Toscano SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,7339139.73,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480083732,Signal AG/SA,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,27692.3,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480083732,Signal AG/SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,7017921.37,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480460914,Basler & Hofmann AG Ingenieure und Planer,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,674191.6,,,,,95848.85,,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480460914,Basler & Hofmann AG Ingenieure und Planer,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,78661.55,,,,,,,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480460914,Basler & Hofmann AG Ingenieure und Planer,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6170826.25,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480719038,TECTON Spezialbau AG Gewässerschutz,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6748123.72,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480232263,Elca Informatique SA,15.2,Software inkl. Lizenzen,,,,,,,4244822.4,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480232263,Elca Informatique SA,15.4,SW-Pflege und HW Wartung,,,,62532,,,1147724.85,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480232263,Elca Informatique SA,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,74304,,,559707.1,402600.2,,54216
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480065564,IG N08 EP IOB-BSA p.A. IUB Engineering AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,220666.4,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,480065564,IG N08 EP IOB-BSA p.A. IUB Engineering AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6319719.25,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,484811419,Baumeler Leitungsbau AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6485209.75,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,487096708,Walo Bertschinger Central AG,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6466535.9,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,487855835,INGE LoiP c/o Lombardi AG Beratende Ingenieur,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6335033.36,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,481935369,Consortium Perrin Frères SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6327151.7,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,481410777,ARGE Bernasconi F. et Cie SA / Bertschinger Walo SA,21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6113576.33,,,
UVEK,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2014,485894799,"Consortium W78, Grisoni-Zaugg SA, JPF Constr. SA & Camandona",21.2,"Bauten Nationalstrassen, Bauleistungen inkl.Honorare",,,,,,,6008183.8,,,
