dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,Bundeskanzlei
BK,Schweizerische Bundeskanzlei,2011,481749117,Schweizerische Teletext AG Swiss TXT,15.4,SW-Pflege und HW Wartung,45895.7
BK,Schweizerische Bundeskanzlei,2011,483627795,Infosignia GmbH,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,37120
BK,Schweizerische Bundeskanzlei,2011,483627795,Infosignia GmbH,15.4,SW-Pflege und HW Wartung,8000
BK,Schweizerische Bundeskanzlei,2011,376011354,MultiCorpora International Inc.,15.4,SW-Pflege und HW Wartung,42548.96
BK,Schweizerische Bundeskanzlei,2011,376011354,MultiCorpora International Inc.,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",2218.5
BK,Schweizerische Bundeskanzlei,2011,481114986,Swiss Post Solutions AG,14.1,Postdienste,43479.85
BK,Schweizerische Bundeskanzlei,2011,481051121,prospective media services pms AG Dienstleistungen Human Res,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",40982
BK,Schweizerische Bundeskanzlei,2011,481051121,prospective media services pms AG Dienstleistungen Human Res,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,1036.8
BK,Schweizerische Bundeskanzlei,2011,481051121,prospective media services pms AG Dienstleistungen Human Res,15.4,SW-Pflege und HW Wartung,518.4
BK,Schweizerische Bundeskanzlei,2011,480007855,Unisys (Schweiz) AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,41778.6
BK,Schweizerische Bundeskanzlei,2011,482207235,AirPlus International AG,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",37567.99
BK,Schweizerische Bundeskanzlei,2011,482207235,AirPlus International AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,3119.25
BK,Schweizerische Bundeskanzlei,2011,484927012,Officium Consultancy GmbH,18.3,Beratungs-DL für Management und Organisation sowie Coaching,40000
BK,Schweizerische Bundeskanzlei,2011,480687024,Randstad (Schweiz) AG flexible work solutions,18.3,Beratungs-DL für Management und Organisation sowie Coaching,35918.8
BK,Schweizerische Bundeskanzlei,2011,415806459,SolidSource BV,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,29333.33
BK,Schweizerische Bundeskanzlei,2011,415806459,SolidSource BV,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",1851.85
BK,Schweizerische Bundeskanzlei,2011,487609695,Giauque Personal- und Organisations entwicklung,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,30894
BK,Schweizerische Bundeskanzlei,2011,486206340,UD Print AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,30470
BK,Schweizerische Bundeskanzlei,2011,484927327,Liquidbit Software + IT Services,15.4,SW-Pflege und HW Wartung,29615
BK,Schweizerische Bundeskanzlei,2011,483923806,Infocentric Research AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,28000
BK,Schweizerische Bundeskanzlei,2011,484572792,Ubit Schweiz AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,27200
BK,Schweizerische Bundeskanzlei,2011,481173391,Park Hotels Waldhaus AG,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",11759.1
BK,Schweizerische Bundeskanzlei,2011,481173391,Park Hotels Waldhaus AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",9845.8
BK,Schweizerische Bundeskanzlei,2011,428136576,Alma Mater Studiorum Universita di Bologna,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,20000
BK,Schweizerische Bundeskanzlei,2011,481159734,Kummer Public Affairs,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,20000
