dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,ISC-EJPD,ESBK,GS-EJPD,BJ,fedpol,SIR,BFM
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,488979121,Schweizerische Flüchtlingshilfe,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,1899126.70
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,482201782,SV (Schweiz) AG,1,Nahrungsmittel und Getränke,,,,,,,1888305.45
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,482201782,SV (Schweiz) AG,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,,,,,,13444.45
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,482201782,SV (Schweiz) AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,6494.80
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,482201782,SV (Schweiz) AG,18.4,Informationsarbeit,,,,,,,4819.20
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,482201782,SV (Schweiz) AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,5854.7,3539.75,652.7,,59545.45
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,480394183,Securitas SA,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,1954223.80
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,488131277,Manpower SA,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,23777.63,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,488131277,Manpower SA,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,1837655.81
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,482522427,Swiss Post International Logistics AG / General Parcel,1,Nahrungsmittel und Getränke,,,,,,,24546.10
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,482522427,Swiss Post International Logistics AG / General Parcel,14.1,Postdienste,11203.85,7581.6,5287.4,497275.95,88481.9,,1215250.25
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,480936165,Global IT AG,15.1,Hardware,1564296.7,,,,10855.85,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,480936165,Global IT AG,15.2,Software inkl. Lizenzen,40230.8,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,480936165,Global IT AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,56738.1,,,,55810.3,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,364704726,Adria D.D.,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,,,,,,1721102.79
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,486043065,Hotel Bahnhof Post AG W.Schmid,1,Nahrungsmittel und Getränke,,,,,,,1606313.33
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,486043065,Hotel Bahnhof Post AG W.Schmid,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,,,,,,24891.30
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,486043065,Hotel Bahnhof Post AG W.Schmid,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,537.50
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,480007855,Unisys (Schweiz) AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,1426012.05,,,6415.2,26389.8,,583.20
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,486838659,BWO Systems AG,15.1,Hardware,1401563.54,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,486838659,BWO Systems AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,36740,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,484075239,Wistar Informatik AG,15.2,Software inkl. Lizenzen,,,,,,,4315.80
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,484075239,Wistar Informatik AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,22138.80
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,484075239,Wistar Informatik AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,1357040.90
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,486889426,CrispyChiliProductions GmbH,1,Nahrungsmittel und Getränke,,,,,,,1123650.00
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,487884231,Securitas AG Schweizerische Bewachungsgesellscha,19.4,"Zivile Bauten, Betrieb Immobilien",119064.9,,,111067.2,,,865972.70
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,481143691,Link Marketing Services AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,1093413.65
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,485654482,Juraparc SA Vallorbe c/o Olivier Blanc,1,Nahrungsmittel und Getränke,,,,,,,1066108.00
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,485654482,Juraparc SA Vallorbe c/o Olivier Blanc,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,1587.50
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,482891348,Protectas SA,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,947470.50
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,486909807,ITech Consult AG,15.2,Software inkl. Lizenzen,41645.29,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,486909807,ITech Consult AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,866899.86,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,488435900,Securitas AG Direktion St. Gallen,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,877061.90
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,480934694,PROSEGUR SA SOCIETÀ DI VIGILANZA,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,869245.85
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,485443279,Awetec Informatik AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,778336.58,,52800,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,485443279,Awetec Informatik AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,6720.00
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,480707330,UBS Card Center AG,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,2072.2,3264.57,,710515.28,,40115.55
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,480707330,UBS Card Center AG,15.1,Hardware,,107,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,480707330,UBS Card Center AG,15.2,Software inkl. Lizenzen,,,,,18709.75,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,480707330,UBS Card Center AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,2605.3,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,480707330,UBS Card Center AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,58222.89,,322.00
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,483508672,G+U Job4You GmbH,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,22115.6,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,483508672,G+U Job4You GmbH,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,23909.75,,769865.20
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,481519523,Softcom Technologies SA,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,814457.25,,,,,,
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,486323863,OSEARA GmbH,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,1814.40
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,486323863,OSEARA GmbH,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,774859.75
EJPD,Eidgenössisches Justiz- und Polizeidepartement,2014,482376753,Robert Mutzner AG,1,Nahrungsmittel und Getränke,,,,,,,753659.05
