dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,GS-EFD,EFV,ZAS,swissmint,ESTV,EZV,BIT,EFK,EPA,BBL,SIF
EFD, Eidgenössisches Finanzdepartement,2011,483485207,Immobilienges. Ausserholligen AG c/o Fontana  AG,19.3,"Zivile Bauten, Miete",,,,,,,,,,14181939.7,
EFD, Eidgenössisches Finanzdepartement,2011,483485207,Immobilienges. Ausserholligen AG c/o Fontana  AG,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,,,,-94396.7,
EFD, Eidgenössisches Finanzdepartement,2011,480683648,Schweizerische Bundesbahnen SBB,15.3,Telekommunikation,,,,,,,4179138.95,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480683648,Schweizerische Bundesbahnen SBB,19.3,"Zivile Bauten, Miete",,,,,,403854.9,,,,3651463.55,
EFD, Eidgenössisches Finanzdepartement,2011,480683648,Schweizerische Bundesbahnen SBB,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",96423.9,80577.05,237205.65,7360.4,668.8,787025.75,432827.85,102328.2,66091.95,332642.75,29799.65
EFD, Eidgenössisches Finanzdepartement,2011,480683648,Schweizerische Bundesbahnen SBB,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,1463857,,,570.5,2755.35,85.9
EFD, Eidgenössisches Finanzdepartement,2011,480683648,Schweizerische Bundesbahnen SBB,15.4,SW-Pflege und HW Wartung,,,,,,,716006.1,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480683648,Schweizerische Bundesbahnen SBB,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,,,593263.8,,
EFD, Eidgenössisches Finanzdepartement,2011,480683648,Schweizerische Bundesbahnen SBB,6.1,"Transportdienstleistungen, Güter und Waren",,,,,570489.25,,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480683648,Schweizerische Bundesbahnen SBB,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,239140.5,,,,108,
EFD, Eidgenössisches Finanzdepartement,2011,480683648,Schweizerische Bundesbahnen SBB,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,19599.15,
EFD, Eidgenössisches Finanzdepartement,2011,480683648,Schweizerische Bundesbahnen SBB,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,310,,,17547.4,,
EFD, Eidgenössisches Finanzdepartement,2011,480683648,Schweizerische Bundesbahnen SBB,15.1,Hardware,,,,,,,,,,7560,
EFD, Eidgenössisches Finanzdepartement,2011,480754246,Orell Füssli Sicherheitsdruck AG,9.2,Sicherheitsdrucksachen,,,,,,,,,,12421577.28,
EFD, Eidgenössisches Finanzdepartement,2011,480754246,Orell Füssli Sicherheitsdruck AG,4.2,Maschinen und Apparate,,,,,,,,,,934607.69,
EFD, Eidgenössisches Finanzdepartement,2011,480754246,Orell Füssli Sicherheitsdruck AG,9.1,"Bundespublikationen, Drucksachen",,,,,,,,,,367438.15,
EFD, Eidgenössisches Finanzdepartement,2011,481918618,Energie Wasser Bern / Störungen,19.4,"Zivile Bauten, Betrieb Immobilien",,,,71097.1,,,,,,11759918.62,
EFD, Eidgenössisches Finanzdepartement,2011,481918618,Energie Wasser Bern / Störungen,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,1076923.2,
EFD, Eidgenössisches Finanzdepartement,2011,481918618,Energie Wasser Bern / Störungen,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,1403.8,,,,,,76754.1,
EFD, Eidgenössisches Finanzdepartement,2011,481918618,Energie Wasser Bern / Störungen,19.1,"Zivile Bauten, Honorare ohne weitere Bauleistungen",,,,,,,,,,32636,
EFD, Eidgenössisches Finanzdepartement,2011,481918618,Energie Wasser Bern / Störungen,19.3,"Zivile Bauten, Miete",,,,,,,,,,89,
EFD, Eidgenössisches Finanzdepartement,2011,482272718,BUSINESS IT Fandiño,15.1,Hardware,,,,,,26516.9,7705782.35,14670,,530086.25,
EFD, Eidgenössisches Finanzdepartement,2011,482272718,BUSINESS IT Fandiño,13,Bürobedarf inkl. Papier und EDV-Verbrauchsmaterial inkl. W+R,,,,,,,,7883,,1866633.57,
EFD, Eidgenössisches Finanzdepartement,2011,482272718,BUSINESS IT Fandiño,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,736768.6,,,,
EFD, Eidgenössisches Finanzdepartement,2011,482272718,BUSINESS IT Fandiño,15.2,Software inkl. Lizenzen,,,,,,,23089.85,,,143455.8,
EFD, Eidgenössisches Finanzdepartement,2011,482272718,BUSINESS IT Fandiño,15.4,SW-Pflege und HW Wartung,,,,,,14145.3,,549.05,,,
EFD, Eidgenössisches Finanzdepartement,2011,482272718,BUSINESS IT Fandiño,9.2,Sicherheitsdrucksachen,,,,,,,,,,2916,
EFD, Eidgenössisches Finanzdepartement,2011,482272718,BUSINESS IT Fandiño,10,"Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R",,,,,,,,,,789.1,
EFD, Eidgenössisches Finanzdepartement,2011,482272718,BUSINESS IT Fandiño,12.1,Büro- und Raumausstattung,,,,,,,419.95,,,,
EFD, Eidgenössisches Finanzdepartement,2011,482653326,Dell SA,15.1,Hardware,,,,,30414.5,,9390225.1,,,10976.25,
EFD, Eidgenössisches Finanzdepartement,2011,482653326,Dell SA,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,950805.85,,,,
EFD, Eidgenössisches Finanzdepartement,2011,482653326,Dell SA,13,Bürobedarf inkl. Papier und EDV-Verbrauchsmaterial inkl. W+R,,,,,,,,,,7052.21,
EFD, Eidgenössisches Finanzdepartement,2011,482653326,Dell SA,10,"Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R",,,,,,,,,,2339.65,
EFD, Eidgenössisches Finanzdepartement,2011,482653326,Dell SA,15.2,Software inkl. Lizenzen,,,,,911.95,,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,482653326,Dell SA,15.4,SW-Pflege und HW Wartung,,,,,,,,,170.63,,
EFD, Eidgenössisches Finanzdepartement,2011,488099565,AEBI & VINCENT ARCHITEKTEN SIA AG,19.1,"Zivile Bauten, Honorare ohne weitere Bauleistungen",,,,,,,,,,9959226.33,
EFD, Eidgenössisches Finanzdepartement,2011,488099565,AEBI & VINCENT ARCHITEKTEN SIA AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,279463.26,
EFD, Eidgenössisches Finanzdepartement,2011,488099565,AEBI & VINCENT ARCHITEKTEN SIA AG,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,,,,11146.95,
EFD, Eidgenössisches Finanzdepartement,2011,480321330,Xerox AG,11,Kopiertechnik inkl. Wartung und Reparatur,,,,,,,,,,7403544.65,
EFD, Eidgenössisches Finanzdepartement,2011,480321330,Xerox AG,15.4,SW-Pflege und HW Wartung,,,,,,,543.38,,,1792715.93,70.2
EFD, Eidgenössisches Finanzdepartement,2011,480321330,Xerox AG,10,"Büromatik, inkl. Präsentationstechnik, Zubehör inkl. W+R",,,,,,,,,,118993.95,
EFD, Eidgenössisches Finanzdepartement,2011,480321330,Xerox AG,13,Bürobedarf inkl. Papier und EDV-Verbrauchsmaterial inkl. W+R,,70.2,,,,,,,,20279.81,
EFD, Eidgenössisches Finanzdepartement,2011,480321330,Xerox AG,15.1,Hardware,,,,,,,19728.6,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480321330,Xerox AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,2135.15,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480321330,Xerox AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,1935.35,
EFD, Eidgenössisches Finanzdepartement,2011,480321330,Xerox AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",140.4,,,,,,,,,0,
EFD, Eidgenössisches Finanzdepartement,2011,480422034,Wincasa AG Immobilien-Dienstleistungen,19.3,"Zivile Bauten, Miete",,,,,,1140,51000,,,8428472.25,
EFD, Eidgenössisches Finanzdepartement,2011,480422034,Wincasa AG Immobilien-Dienstleistungen,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,13737.88,
EFD, Eidgenössisches Finanzdepartement,2011,480422034,Wincasa AG Immobilien-Dienstleistungen,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,11554,,,,0,
EFD, Eidgenössisches Finanzdepartement,2011,480422034,Wincasa AG Immobilien-Dienstleistungen,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,1000,,,,3926.89,
EFD, Eidgenössisches Finanzdepartement,2011,481100068,BSR & Partner AG,15.4,SW-Pflege und HW Wartung,,,,,,4001.15,,,,2670127.54,
EFD, Eidgenössisches Finanzdepartement,2011,481100068,BSR & Partner AG,15.1,Hardware,,,,,,,2352364,,,209613,
EFD, Eidgenössisches Finanzdepartement,2011,481100068,BSR & Partner AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,54066.25,,,,596310.95,,748495.8,,,,
EFD, Eidgenössisches Finanzdepartement,2011,481100068,BSR & Partner AG,15.2,Software inkl. Lizenzen,,,,,1104755.55,,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,481100068,BSR & Partner AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,102384,,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,481177293,Hitachi Data Systems AG,15.1,Hardware,,,,,,,5389185.26,,,643747.16,
EFD, Eidgenössisches Finanzdepartement,2011,481177293,Hitachi Data Systems AG,15.4,SW-Pflege und HW Wartung,,,,,,,,,,1574425.49,
EFD, Eidgenössisches Finanzdepartement,2011,481177293,Hitachi Data Systems AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,12936,,,,
EFD, Eidgenössisches Finanzdepartement,2011,481177293,Hitachi Data Systems AG,15.2,Software inkl. Lizenzen,,,,,,,,,,10532.16,
EFD, Eidgenössisches Finanzdepartement,2011,312681038,KME Germany AG & Co. KG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,7206964.41,,,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480413686,RUAG Real Estate AG,19.3,"Zivile Bauten, Miete",,,,,,,,,,6834872.95,
EFD, Eidgenössisches Finanzdepartement,2011,480413686,RUAG Real Estate AG,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,,,,345709.31,
EFD, Eidgenössisches Finanzdepartement,2011,480413686,RUAG Real Estate AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,13902.15,
EFD, Eidgenössisches Finanzdepartement,2011,480413686,RUAG Real Estate AG,15.3,Telekommunikation,,,,,,,1274.5,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480007855,Unisys (Schweiz) AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,466644.05,1299196.61,4268304.9,,,12150,
EFD, Eidgenössisches Finanzdepartement,2011,480007855,Unisys (Schweiz) AG,15.4,SW-Pflege und HW Wartung,,,,,19310.4,,,,,298191.24,
EFD, Eidgenössisches Finanzdepartement,2011,480007855,Unisys (Schweiz) AG,15.2,Software inkl. Lizenzen,,,,,,,115791.75,,,6400.05,
EFD, Eidgenössisches Finanzdepartement,2011,480007855,Unisys (Schweiz) AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,,,,-86400,
EFD, Eidgenössisches Finanzdepartement,2011,480067800,Marti AG Bern Bauunternehmung,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,6266492.86,
EFD, Eidgenössisches Finanzdepartement,2011,480067800,Marti AG Bern Bauunternehmung,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,,,,1940.87,
EFD, Eidgenössisches Finanzdepartement,2011,482169299,CASADA SA,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,5985095.94,
EFD, Eidgenössisches Finanzdepartement,2011,480384648,ORACLE Software (Schweiz) GmbH,15.4,SW-Pflege und HW Wartung,,,,,,,,,,5319237.62,
EFD, Eidgenössisches Finanzdepartement,2011,480384648,ORACLE Software (Schweiz) GmbH,15.2,Software inkl. Lizenzen,,,,,,,,,,659934.57,
EFD, Eidgenössisches Finanzdepartement,2011,481507882,Cirrus Consulting AG EDV-Beratung,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,5553217.67,,,,
EFD, Eidgenössisches Finanzdepartement,2011,481507882,Cirrus Consulting AG EDV-Beratung,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,252049.45,,,,
EFD, Eidgenössisches Finanzdepartement,2011,481507882,Cirrus Consulting AG EDV-Beratung,15.2,Software inkl. Lizenzen,,,,,,,105926.65,,,,
EFD, Eidgenössisches Finanzdepartement,2011,481507882,Cirrus Consulting AG EDV-Beratung,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,9203.05,,,,
EFD, Eidgenössisches Finanzdepartement,2011,483021528,Sunrise Business Communications AG,15.4,SW-Pflege und HW Wartung,,,,,,,5629625.8,,,13209.7,
EFD, Eidgenössisches Finanzdepartement,2011,483021528,Sunrise Business Communications AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,17457.45,,,,
EFD, Eidgenössisches Finanzdepartement,2011,483021528,Sunrise Business Communications AG,15.1,Hardware,,,,,,,,,,10672.55,
EFD, Eidgenössisches Finanzdepartement,2011,480339324,Rusconi M. Cie SA,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,5436194.85,
EFD, Eidgenössisches Finanzdepartement,2011,480476258,Unique (Flughafen Zürich AG),19.3,"Zivile Bauten, Miete",,,,,,94710.8,,,,2006803.05,
EFD, Eidgenössisches Finanzdepartement,2011,480476258,Unique (Flughafen Zürich AG),22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,100,1687735.55,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480476258,Unique (Flughafen Zürich AG),19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,410000.1,,,,356253.15,
EFD, Eidgenössisches Finanzdepartement,2011,480476258,Unique (Flughafen Zürich AG),19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,220448.57,,,,140491.28,
EFD, Eidgenössisches Finanzdepartement,2011,480476258,Unique (Flughafen Zürich AG),15.3,Telekommunikation,,,,,,,224285.15,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480476258,Unique (Flughafen Zürich AG),15.4,SW-Pflege und HW Wartung,,,,,,,61376.4,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480476258,Unique (Flughafen Zürich AG),7.1,Fahrzeuge,,,,,,683.24,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480476258,Unique (Flughafen Zürich AG),4.2,Maschinen und Apparate,,,,,,35.4,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,481666931,SAP (Schweiz) AG Systeme Anwendungen Produkte,15.4,SW-Pflege und HW Wartung,,,,,,,,,,4296674.18,
EFD, Eidgenössisches Finanzdepartement,2011,481666931,SAP (Schweiz) AG Systeme Anwendungen Produkte,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,83600.56,,,,,125914.02,,140779.7,,
EFD, Eidgenössisches Finanzdepartement,2011,481666931,SAP (Schweiz) AG Systeme Anwendungen Produkte,15.2,Software inkl. Lizenzen,,,,,,,-32810,,,340572.05,
EFD, Eidgenössisches Finanzdepartement,2011,481666931,SAP (Schweiz) AG Systeme Anwendungen Produkte,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,48308.4,,,,,107524.05,,1360.8,,
EFD, Eidgenössisches Finanzdepartement,2011,481666931,SAP (Schweiz) AG Systeme Anwendungen Produkte,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,11512.8,,,,26676,,,14850,
EFD, Eidgenössisches Finanzdepartement,2011,481666931,SAP (Schweiz) AG Systeme Anwendungen Produkte,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,,,17712,,
EFD, Eidgenössisches Finanzdepartement,2011,487976607,"Generalplaner Areal Liebefeld c/o Matti, Ragaz, Hitz Archite",19.1,"Zivile Bauten, Honorare ohne weitere Bauleistungen",,,,,,,,,,4836188.15,
EFD, Eidgenössisches Finanzdepartement,2011,487976607,"Generalplaner Areal Liebefeld c/o Matti, Ragaz, Hitz Archite",19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,38509.9,
EFD, Eidgenössisches Finanzdepartement,2011,480009158,Trüb AG,9.2,Sicherheitsdrucksachen,,,,,,,,,,4299851.73,
EFD, Eidgenössisches Finanzdepartement,2011,480009158,Trüb AG,9.1,"Bundespublikationen, Drucksachen",,,,,,,,,,294708.09,
EFD, Eidgenössisches Finanzdepartement,2011,480009158,Trüb AG,15.4,SW-Pflege und HW Wartung,,,,,,,,,,94635.79,
EFD, Eidgenössisches Finanzdepartement,2011,480009158,Trüb AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,38697.55,,,,,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480009158,Trüb AG,4.1,"Waffen, Munition, Sprengstoffe",,,,,,1229.15,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,482015856,Accenture AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,2796285.95,,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,482015856,Accenture AG,15.2,Software inkl. Lizenzen,,,,,1730299.28,,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480760078,mimacom ag EDV-Dienstleistungen,15.2,Software inkl. Lizenzen,,,,,3405186.35,,,,,2745.9,
EFD, Eidgenössisches Finanzdepartement,2011,480760078,mimacom ag EDV-Dienstleistungen,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,13804.55,,,,222914.15,,186377.2,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480760078,mimacom ag EDV-Dienstleistungen,15.4,SW-Pflege und HW Wartung,,,,,,,,,,337039.54,
EFD, Eidgenössisches Finanzdepartement,2011,480760078,mimacom ag EDV-Dienstleistungen,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,56160,,,,
EFD, Eidgenössisches Finanzdepartement,2011,486307119,MTF Thörishaus AG EDV-Produkte,15.1,Hardware,,,,,,658793.3,1820450.25,,,25184.86,
EFD, Eidgenössisches Finanzdepartement,2011,486307119,MTF Thörishaus AG EDV-Produkte,15.4,SW-Pflege und HW Wartung,,,,,,8024.75,810,,,717328.39,
EFD, Eidgenössisches Finanzdepartement,2011,486307119,MTF Thörishaus AG EDV-Produkte,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,426175.65,,,,
EFD, Eidgenössisches Finanzdepartement,2011,486307119,MTF Thörishaus AG EDV-Produkte,13,Bürobedarf inkl. Papier und EDV-Verbrauchsmaterial inkl. W+R,,,,,,245761.01,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,486307119,MTF Thörishaus AG EDV-Produkte,15.3,Telekommunikation,,,,,,20769.48,5375.7,,,,
EFD, Eidgenössisches Finanzdepartement,2011,486307119,MTF Thörishaus AG EDV-Produkte,15.2,Software inkl. Lizenzen,,,,,,529.2,5886,,,,
EFD, Eidgenössisches Finanzdepartement,2011,486307119,MTF Thörishaus AG EDV-Produkte,4.2,Maschinen und Apparate,,,,,,6206.05,,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480796663,Allreal Generalunternehmung AG,19.1,"Zivile Bauten, Honorare ohne weitere Bauleistungen",,,,,,,,,,3662450.35,
EFD, Eidgenössisches Finanzdepartement,2011,480796663,Allreal Generalunternehmung AG,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,,,,,87200.76,
EFD, Eidgenössisches Finanzdepartement,2011,480796663,Allreal Generalunternehmung AG,19.2,"Zivile Bauten, Bauleistungen inkl.Honorare",,,,,,,,,,1157.25,
EFD, Eidgenössisches Finanzdepartement,2011,482582715,Sybor AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,3665196.01,,,,
EFD, Eidgenössisches Finanzdepartement,2011,482582715,Sybor AG,15.4,SW-Pflege und HW Wartung,,,,,,,,,,46499.35,
EFD, Eidgenössisches Finanzdepartement,2011,482582715,Sybor AG,15.2,Software inkl. Lizenzen,,,,,,,13444.95,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480640866,Fasel IT Services GmbH,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,3651713,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480162945,Innovation Process Technology AG IT-Beratung,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,104012.26,166164.92,2893946.67,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480162945,Innovation Process Technology AG IT-Beratung,15.2,Software inkl. Lizenzen,,,,,,,45061,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480162945,Innovation Process Technology AG IT-Beratung,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,2689.2,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480162945,Innovation Process Technology AG IT-Beratung,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,1069.2,540,,,,
EFD, Eidgenössisches Finanzdepartement,2011,480162945,Innovation Process Technology AG IT-Beratung,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,,,,,,270,,,,
EFD, Eidgenössisches Finanzdepartement,2011,485624506,Kersch Architektur + Verwaltungen,19.3,"Zivile Bauten, Miete",,,,,,,,,,3136018.95,
EFD, Eidgenössisches Finanzdepartement,2011,488048257,Siemens Schweiz AG Building Technologies,19.4,"Zivile Bauten, Betrieb Immobilien",,,,,,1024.9,,,,1898146.91,
